Record ID#,Jurisdiction Name,State,Jurisdiction Type,Date,Description,Finance Mechanism,"""Other"" Comment",Purpose,Total Funds at Stake,Conservation Funds at Stake,Total Funds Approved,Conservation Funds Approved,Pass?,Status,VotesYes,VotesNo,Total Votes,% Yes,% No,Notes,Expiration?,Year of Expiration,Year of Renewal,FIPS1,FIPS,Related Code - Political DB
7604,Southold,NY,Municipal,11/4/2003,Bond for the acquisition of property for agricultural and open space purposes,Bond,,"Open space, farmland","$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",yes,Pass,"4,245","1,761","6,006",70.68%,29.32%,,no,,,3610369463,3610369463,
6690,Albuquerque,NM,Municipal,10/28/2003,"Parks and Recreation Bonds, Bonds for acquisition and improvement of park, recreational facilities",Bond,,"parks, recreation","$32,548,197 ","$3,439,000 ","$32,550,000 ","$3,440,000 ",yes,Pass,"30,216","20,224","50,440",59.90%,40.10%,,no,,,3502000,3502000,
6691,Gallup,NM,Municipal,8/12/2003,"Public Parks and Recreation Bond Question, Bond for parks, trails, playgrounds, public recreational facilities",Bond,,"parks, trails, recreation","$4,190,000 ","$1,000,000 ","$4,190,000 ","$1,000,000 ",yes,Pass,"1,036",326,"1,362",76.06%,23.94%,,no,,,3528460,3528460,
6490,Monroe Township,NJ,Municipal,11/4/2003,"2 cents per $100 property tax for open space, recreation",Property tax,,"open space, recreation","$4,840,000 ","$4,840,000 ","$4,840,000 ","$4,840,000 ",yes,Pass,"2,579","2,552","5,131",50.26%,49.74%,Gloucester Co.,no,,,3401547250,3401547250,
6491,Montvale Borough,NJ,Municipal,11/4/2003,"Municipal Question 2, 5-year, .5 cent per $100 property tax renewal for open space, recreation",Property tax,,"open space, recreation","$273,100 ","$273,100 ","$273,100 ","$273,100 ",yes,Pass,619,549,"1,168",53.00%,47.00%,Bergen co,yes,2008,,3400347610,3400347610,
6492,North Hanover Township,NJ,Municipal,11/4/2003,"5-year, 2 cents per $100 property tax increase for farmland, open space",Property tax,,"farmland, open space","$206,432 ","$206,432 ","$206,432 ","$206,432 ",yes,Pass,513,439,952,53.89%,46.11%,Burlington Co,no,2008,,3400553070,3400553070,
6493,Northvale Borough,NJ,Municipal,11/4/2003,"Municipal Question, 5-year, 1 cent per $100 property tax increase for open space, recreation",Property tax,,"open space, recreation","$415,000 ","$415,000 ",,,no,Fail,307,358,665,46.17%,53.83%,Bergen Co,no,,,3400353430,3400353430,
6494,Oakland Borough,NJ,Municipal,11/4/2003,"5-year, 1 cent per $100 property tax for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$588,250 ","$588,250 ","$588,250 ","$588,250 ",yes,Pass,"1,844","1,101","2,945",62.61%,37.39%,Bergen Co,no,2008,,3453850,3453850,
6495,Park Ridge Borough,NJ,Municipal,11/4/2003,"5-year, 1 cent per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$940,000 ","$940,000 ","$940,000 ","$940,000 ",yes,Pass,745,635,"1,380",53.99%,46.01%,Bergen Co,no,2008,,3400356130,3400356130,
6496,Pilesgrove Township,NJ,Municipal,11/4/2003,"3 cents per $100 property tax increase for open space, natural areas, sensitive habitats, water resources, greenways, recreation, trails",Property tax,,"open space, wildlife habitat, watershed protection, greenways, recreation, trails","$1,424,501 ","$1,424,501 ","$1,424,501 ","$1,424,501 ",yes,Pass,972,376,"1,348",72.11%,27.89%,Salem Co,no,,,3403358530,3403358530,
6497,Pittsgrove Township,NJ,Municipal,11/4/2003,"2.5 cents per $100 property tax increase for open space, farmland, natural areas, water resources",Property tax,,"Open space, famland, watershed protection","$1,425,802 ","$1,425,802 ","$1,425,802 ","$1,425,802 ",yes,Pass,"1,271","1,001","2,272",55.94%,44.06%,Salem Co,no,,,3403359130,3403359130,
6498,Voorhees Township,NJ,Municipal,11/4/2003,"Municipal Question, 3.5 cents per $100 property tax increase for open space, farmland, water quality",Property tax,,"open space, farmland","$11,200,000 ","$11,200,000 ","$11,200,000 ","$11,200,000 ",yes,Pass,"2,759","1,277","4,036",68.36%,31.64%,Camden Co,no,,,3400776220,3400776220,
6499,Wharton Borough,NJ,Municipal,11/4/2003,"2 cents per $100 property tax increase for open space, recreation",Property tax,,"Open space, recreation","$683,052 ","$683,052 ","$683,052 ","$683,052 ",yes,Pass,513,286,799,64.21%,35.79%,Morris Co,no,,,3402780390,3402780390,
6500,Weymouth Township,NJ,Municipal,11/4/2003,1 cent per $100 property tax for open space,Property tax,,open space,"$180,000 ","$180,000 ","$180,000 ","$180,000 ",yes,Pass,315,154,469,67.16%,32.84%,Atlantic Co.,no,,,3400180330,3400180330,
6501,West Milford Township,NJ,Municipal,11/4/2003,"1 cent per $100 property tax for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$2,950,000 ","$2,950,000 ","$2,950,000 ","$2,950,000 ",yes,Pass,"2,653","2,629","5,282",50.23%,49.77%,Passaic Co.,no,,,3403179460,3403179460,
6502,West Cape May Borough,NJ,Municipal,11/4/2003,"Referendum 1, 1 cent per $100 property tax for open space, farmland",Property tax,,"open space, farmland","$336,296 ","$336,296 ",,,no,Fail,207,208,415,49.88%,50.12%,Cape May Co.,no,,,3400978530,3400978530,
6503,Wayne Township,NJ,Municipal,11/4/2003,"2 cents per $100 property tax for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$21,261,360 ","$21,261,360 ","$21,261,360 ","$21,261,360 ",yes,Pass,"4,763","3,078","7,841",60.74%,39.26%,Passaic Co.,no,,,3403177840,3403177840,
6504,Waldwick Borough,NJ,Municipal,11/4/2003,"10-year, .5 cent per $100 property tax increase for open space",Property tax,,Open space,"$340,514 ","$340,514 ","$340,514 ","$340,514 ",yes,Pass,"1,035",923,"1,958",52.86%,47.14%,Bergen Co,yes,2013,,3400376400,3400376400,
6505,Bergen County,NJ,County,11/4/2003,"County Public Question, 1 cent per $100 property tax for open space, recreation, farmland and historic preservation",Property tax,,"open space, recreation, farmland","$214,000,000 ","$214,000,000 ","$214,000,000 ","$214,000,000 ",yes,Pass,"76,380","51,582","127,962",59.69%,40.31%,,no,,,34003,34003,34003
6506,Blairstown Township,NJ,Municipal,11/4/2003,"2 cents per $100 property tax increase for open space, recreation, farmland",Property tax,,"open space, recreation, farmland","$1,800,000 ","$1,800,000 ","$1,800,000 ","$1,800,000 ",yes,Pass,751,595,"1,346",55.79%,44.21%,Warren Co.,no,,,3404106160,3404106160,
6507,Chester Borough,NJ,Municipal,11/4/2003,"2 cents per $100 property tax increase for open space, recreation",Property tax,,"open space, recreation","$3,769,260 ","$3,769,260 ","$3,769,260 ","$3,769,260 ",yes,Pass,154,141,295,52.20%,47.80%,Morris Co.,no,,,3402712580,3402712580,
6508,Clifton,NJ,Municipal,11/4/2003,"Public Question, 7-year, .75 cent per $100 property tax to preserve open space, recreation",Property tax,,"open space, recreation","$2,726,420 ","$2,726,420 ",,,no,Fail,"3,548","3,794","7,342",48.32%,51.68%,Passaic Co.,no,,,3403113690,3403113690,
6509,Cresskill Borough,NJ,Municipal,11/4/2003,"Municipal Question 1, 1 cent per $100 property tax for open space, farmland, historic preservation",Property tax,,"open space, farmland","$1,660,000 ","$1,660,000 ","$1,660,000 ","$1,660,000 ",yes,Pass,860,446,"1,306",65.85%,34.15%,Bergen Co,no,,,3400315820,3400315820,
6510,Denville Township,NJ,Municipal,11/4/2003,"Municipal Public Question, 2 cents per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$8,249,588 ","$8,249,588 ","$8,249,588 ","$8,249,588 ",yes,Pass,"1,656","1,020","2,676",61.88%,38.12%,Morris Co,no,,,3402717650,3402717650,
6511,East Greenwich Township,NJ,Municipal,11/4/2003,"Public Question, 2 cents per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$1,398,028 ","$1,398,028 ","$1,398,028 ","$1,398,028 ",yes,Pass,"1,048",791,"1,839",56.99%,43.01%,Gloucester Co,no,,,3401519180,3401519180,
6512,Franklin Township,NJ,Municipal,11/4/2003,"Municipal Public Question 1, Bond for acquisition of open space parcel",Bond,,open space,"$3,300,000 ","$3,300,000 ","$3,300,000 ","$3,300,000 ",yes,Pass,571,479,"1,050",54.38%,45.62%,Hunterdon Co,no,,,3401924870,3401924870,
6513,Frelinghuysen Township,NJ,Municipal,11/4/2003,1 cent per $100 property tax increase for farmland preservation,Property tax,,farmland,"$320,000 ","$320,000 ","$320,000 ","$320,000 ",yes,Pass,286,189,475,60.21%,39.79%,Warren Co,no,,,3404125320,3404125320,
6514,Greenwich Township,NJ,Municipal,11/4/2003,"1 cent per $100 property tax increase for open space, drinking water, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$1,027,990.74 ","$1,027,990.74 ","$1,027,990.74 ","$1,027,990.74 ",yes,Pass,654,365,"1,019",64.18%,35.82%,Warren Co,no,,,3404128260,3404128260,
6515,Harding Township,NJ,Municipal,11/4/2003,"Continuation of property tax for open space, historic preservation",Property tax,,open space,"$640,000 ","$640,000 ","$640,000 ","$640,000 ",yes,Pass,595,273,868,68.55%,31.45%,Morris Co,no,,,3402729700,3402729700,
6516,Hazlet Township,NJ,Municipal,11/4/2003,"1 cent per $100 property tax increase for open space, conservation, recreation, parkland",Property tax,,"open space, recreation, parks","$2,094,083 ","$2,094,083 ",,,no,Fail,"1,525","1,990","3,515",43.39%,56.61%,Monmouth Co,no,,,3402530690,3402530690,
6517,Holmdel Township,NJ,Municipal,11/4/2003,"1.5 cents per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$8,724,000 ","$8,724,000 ",,,no,Fail,"1,659","1,843","3,502",47.37%,52.63%,Monmouth Co,no,,,3402532640,3402532640,
6518,Hopewell Township,NJ,Municipal,11/4/2003,"1 cent per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$4,500,000 ","$4,500,000 ",,,no,Fail,"1,814","1,966","3,780",47.99%,52.01%,Mercer Co,no,,,3402133180,3402133180,
6519,Howell Township,NJ,Municipal,11/4/2003,"Municipal Public Question #2, 1 cent per $100 property tax increase for open space, recreation, farmland",Property tax,,"open space, recreation, farmland","$5,386,807 ","$5,386,807 ","$5,386,807 ","$5,386,807 ",yes,Pass,"2,900","2,801","5,701",50.87%,49.13%,Monmouth Co,no,,,3402533300,3402533300,
6520,Hudson County,NJ,County,11/4/2003,"Public Question #4, 1 cent per $100 property tax increase for open space, recreation, historic preservation",Property tax,,"open space, recreation","$40,000,000 ","$40,000,000 ","$40,000,000 ","$40,000,000 ",yes,Pass,"18,147","11,249","29,396",61.73%,38.27%,,no,,,34017,34017,34017
6521,Lumberton Township,NJ,Municipal,11/4/2003,"2-year, 2 cent per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$400,000 ","$400,000 ","$400,000 ","$400,000 ",yes,Pass,"1,187",887,"2,074",57.23%,42.77%,Burlington Co,yes,2005,,3400542060,3400542060,
6522,Madison Borough,NJ,Municipal,11/4/2003,"Public Question, 2 cents per $100 property tax increase for open space, recreation, historic preservation",Property tax,,"open space, recreation","$8,637,510 ","$8,637,510 ","$8,637,510 ","$8,637,510 ",yes,Pass,"2,001","1,018","3,019",66.28%,33.72%,Morris Co.,no,,,3402742510,3402742510,
6523,Mahwah Township,NJ,Municipal,11/4/2003,"Municipal Question 1, 1 cent per $100 property tax continuation for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",yes,Pass,"1,923","1,356","3,279",58.65%,41.35%,Bergen Co,no,,,3400342750,3400342750,
6524,Manchester Township,NJ,Municipal,11/4/2003,"Local Question No. 1, 2.5 cent per $100 property tax increase for open space parcel",Property tax,,open space,"$9,200,000 ","$9,200,000 ","$9,200,000 ","$9,200,000 ",yes,Pass,"6,543","3,392","9,935",65.86%,34.14%,Ocean Co.,no,,,3402943140,3402943140,
6525,Mendham Township,NJ,Municipal,11/4/2003,"Continuation of existing property tax for open space, recreation",Property tax,,"open space, recreation","$2,841,703 ","$2,841,703 ","$2,841,703 ","$2,841,703 ",yes,Pass,"1,012",315,"1,327",76.26%,23.74%,Morris Co,no,,,3402745360,3402745360,
6526,Millstone Township,NJ,Municipal,11/4/2003,"3 cents per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"open space, recreation, farmland","$7,392,000 ","$7,392,000 ",,,no,Fail,787,"1,416","2,203",35.72%,64.28%,Monmouth Co,no,,,3402546560,3402546560,
6534,Monmouth Beach Borough,NJ,Municipal,11/4/2003,"2 cent per $100 property tax for open space, recreation",Property tax,,"open space, recreation","$640,000 ","$640,000 ",,,no,Fail,413,457,870,47.47%,52.53%,Monmouth Co,no,,,3402547130,3402547130,
6538,Milltown Borough,NJ,Municipal,11/4/2003,"1 cent per $100 property tax increase for open space, recreation",Property tax,,"open space, recreation","$924,781 ","$924,781 ",,,no,Fail,808,"1,229","2,037",39.67%,60.33%,Middlesex Co,no,,,3402346620,3402346620,
6548,New Jersey,NJ,State,11/4/2003,"Constitutional Amendment. Question No. 1, Bond for open space, farmland, historic preservation*",Bond,,"open space, farmland","$150,000,000 ","$150,000,000 ","$150,000,000 ","$150,000,000 ",yes,Pass,"735,872","399,243","1,135,115",64.83%,35.17%,,no,,,34,34,34
6444,Carrboro,NC,Municipal,11/4/2003,"Bond for Sidewalks and Greenways, Bond for sidewalks, greenways, parks",Bond,,"Greenways, parks","$4,600,000 ","$2,500,000 ","$4,600,000 ","$230,000 ",yes,Pass,"5,211","1,941","7,152",72.86%,27.14%,,no,,,3710620,3710620,
6445,Cary,NC,Municipal,4/8/2003,"Bond for improving, expanding, and acquiring parks, greenways, recreation centers",Bond,,"Parks, greenways, recreation","$30,000,000 ","$15,000,000 ","$30,000,000 ","$15,000,000 ",yes,Pass,"3,727","2,916","6,643",56.10%,43.90%,,no,,,3710740,3710740,
6446,Chapel Hill,NC,Municipal,11/4/2003,"Bond for land acquisition, open space",Bond,,Open space,"$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",yes,Pass,"5,915","1,860","7,775",76.08%,23.92%,,no,,,3711800,3711800,
6447,Huntersville,NC,Municipal,11/4/2003,"Bond for parks, recreation, streets",Bond,,"parks, recreation","$6,000,000 ","$3,000,000 ","$6,000,000 ","$3,000,000 ",yes,Pass,"2,441","1,117","3,558",68.61%,31.39%,,no,,,3733120,3733120,
6448,Mount Holly,NC,Municipal,6/3/2003,"Bond for improving and acquiring parks, open space, greenways, trails",Bond,,"Parks, open space, greenways, trails","$2,300,000 ","$1,150,000 ","$2,300,000 ","$1,150,000 ",yes,Pass,"1,042",630,"1,672",62.32%,37.68%,,no,,,3744960,3744960,
6449,Raleigh,NC,Municipal,10/7/2003,"Parks and Recreation Bonds, Bond for parks, greenways",Bond,,"Parks, greenways, trails","$47,250,000 ","$47,250,000 ","$47,250,000 ","$47,250,000 ",yes,Pass,"31,511","14,078","45,589",69.12%,30.88%,,no,,,3755000,3755000,
6439,Great Falls,MT,Municipal,11/4/2003,Bond for soccer fields,Bond,,Recreation,"$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",yes,Pass,"4,992","4,883","9,875",50.55%,49.45%,,no,,,3032800,3032800,
6429,Wayzata,MN,Municipal,11/4/2003,Bond for acquisition of forest lands,Bond,,Forests,"$3,135,000 ","$3,135,000 ","$3,135,000 ","$3,135,000 ",yes,Pass,734,683,"1,417",51.80%,48.20%,,no,,,2768818,2768818,
6420,Ann Arbor Township,MI,Municipal,11/4/2003,"20-year, .7 mill property tax for farmland development rights, open space",Property tax,,"farmland, open space","$5,561,600 ","$5,561,600 ","$5,561,600 ","$5,561,600 ",yes,Pass,"1,186",355,"1,541",76.96%,23.04%,,yes,2023,,2616103020,2616103020,
6421,Ann Arbor,MI,Municipal,11/4/2003,"Proposal B: Charter Amendment, 30-year, .5 mill property tax extension for parkland, open space, natural habitats, sourcewater, easements",Property tax,,"parks, open space, wildlife habitat, watershed protection","$57,525,000 ","$57,525,000 ","$57,525,000 ","$57,525,000 ",yes,Pass,"14,525","7,037","21,562",67.36%,32.64%,,yes,2033,,2603000,2603000,
6410,Scarborough,ME,Municipal,11/4/2003,"Bond for natural areas, environmentally sensitive areas, recreation",Bond,,"open space, recreation","$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",yes,Pass,"5,339","2,170","7,509",71.10%,28.90%,,no,,,2300566145,2300566145,
6411,York,ME,Municipal,11/4/2003,"Advisory measure to dedicate funds for land acquisition, conservation easements",Other,Advisory measure,open space,,,,,yes,Pass,"4,183","1,904","6,087",68.72%,31.28%,,no,,,2303187985,2303187985,
6380,Acushnet,MA,Municipal,4/7/2003,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,open space,"$1,098,960 ","$366,320 ","$1,098,960 ","$366,320 ",yes,Pass,"1,170",594,"1,764",66.33%,33.67%,,no,,,2500500520,2500500520,
6381,Manchester-by-the-Sea,MA,Municipal,5/12/2003,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$7,520,000 ","$2,505,333 ",,,no,Fail,574,679,"1,253",45.81%,54.19%,,no,,,2500937995,2500937995,
6382,Northborough,MA,Municipal,5/12/2003,"Bond for open space, farmland",Bond,,"open space, farmland","$900,000 ","$900,000 ",,,no,Fail,"1,128","1,664","2,792",40.40%,59.60%,,no,,,2502746820,2502746820,
6383,Rochester,MA,Municipal,4/9/2003,Bond for farmland easements,Bond,,farmland,"$1,750,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",yes,Pass,798,300,"1,098",72.68%,27.32%,,no,,,2502357600,2502357600,
6384,Southborough,MA,Municipal,5/12/2003,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$9,639,678 ","$3,213,226 ","$9,639,678 ","$3,213,226 ",yes,Pass,"1,001",760,"1,761",56.84%,43.16%,Initiative petition,no,,,2502763165,2502763165,
6385,Upton,MA,Municipal,5/5/2003,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$3,196,380 ","$1,065,460 ","$3,196,380 ","$1,065,460 ",yes,Pass,703,684,"1,387",50.68%,49.32%,,no,,,2502771480,2502771480,
6268,Plainfield Township Park District,IL,Special District,4/1/2003,"Proposition to Issue General Obligation Bonds, Bond for bike trails, soccer fields, public facilities",Bond,,"trails, recreation","$13,000,000 ","$7,500,000 ",,,no,Fail,"2,827","3,541","6,368",44.39%,55.61%,Will and Kendall Counties,no,,,,,
6269,New Lenox Community Park District,IL,Special District,4/1/2003,"Proposition to Issue General Obligation Bonds, Bond for acquiring, maintaining, improving park land",Bond,,parks,"$7,750,000 ","$7,750,000 ",,,no,Fail,"1,544","3,724","5,268",29.31%,70.69%,Will County,no,,,,,
6270,Huntley Park District,IL,Special District,4/1/2003,"Proposition to Issue Park Bonds, Bond for acquisition of land for golf course",Bond,,recreation,"$5,700,000 ","$5,700,000 ","$5,700,000 ","$5,700,000 ",yes,Pass,"2,237","1,890","4,127",54.20%,45.80%,McHenry and Kane Counties,no,,,,,
